model,compute_units,mean_ms,median_ms
MobileNetV2_fp16,all,0.49536995999999994,0.492584
MobileNetV2_fp16,cpuOnly,2.23744746,2.152541
MobileNetV2_fp16,cpuAndGPU,1.9586265799999996,1.782208
MobileNetV2_fp16,cpuAndNeuralEngine,0.51448926,0.509167
ResNet50_fp16,all,1.3240541000000001,1.315041
ResNet50_fp16,cpuOnly,5.66728246,5.673208
ResNet50_fp16,cpuAndGPU,4.6550575400000005,4.652542
ResNet50_fp16,cpuAndNeuralEngine,2.3017890799999994,1.326083
